FavouriteID,CustomerID,RestaurantID,DateFavourited
7114124542889326,2749242817965845,9195372471123239,2018-05-09 02:21:16
5485164412315396,2749242817965845,3426212438641317,2019-01-11 03:17:45
5527813147866823,2749242817965845,3793116214648793,2018-07-06 12:18:17
1627636332241977,2749242817965845,6125628469435148,2017-09-20 12:34:09
2875593898324347,2749242817965845,3597358588623697,2019-03-05 18:00:01
2788953673592171,2749242817965845,4977668175288199,2019-01-12 18:50:27
7835948656499684,2749242817965845,3194814342518696,2019-06-18 03:03:08
4685216623125154,2749242817965845,4166256118274743,2019-06-05 14:37:50
8944542194336957,2749242817965845,1586523564149634,2019-08-23 22:22:17
8869512861768779,2749242817965845,1638642978567233,2017-07-26 07:15:08
2238729435344789,2749242817965845,7657748411249215,2019-09-12 05:06:15
9579483289646671,2749242817965845,6225531382731459,2017-06-04 14:11:18
6647632753211955,8612958966133342,3113126593989446,2019-05-05 22:48:15
7833232686452546,8612958966133342,6238456632437578,2019-08-27 01:13:48
5292974471131832,8612958966133342,1361436253574598,2020-01-06 19:44:43
3837786297153899,8612958966133342,3991469258657242,2019-03-23 00:22:09
8166452778216754,8612958966133342,9792473864171228,2019-07-14 06:33:13
7734266583329761,8612958966133342,7211458327545362,2019-05-19 01:50:59
5724958362912416,8612958966133342,6683518735862791,2019-03-24 15:03:22
1487423791421586,8612958966133342,3446295633485111,2019-08-18 09:55:58
3986160251455777,8612958966133342,5658979379823478,2019-03-23 06:34:20
4894285432976687,8612958966133342,9617344295762278,2019-10-08 01:21:40
6688443251986541,8612958966133342,9519394474163351,2019-05-27 08:18:55
2772432751341389,8612958966133342,2968365945296257,2019-05-27 22:53:38
6731451467672455,8612958966133342,2542486579736129,2019-10-28 01:56:32
1236241158384254,8612958966133342,7871645674195252,2019-08-22 11:44:25
7997653832947511,4352473532472187,6145987916538653,2019-07-07 04:57:49
3848826729847759,4352473532472187,7898142782739941,2019-02-21 17:33:03
7143358358997192,4352473532472187,3915326521742435,2019-08-08 09:59:32
5784488429936327,4352473532472187,6612397587786193,2019-02-25 01:06:25
5949353697624643,4352473532472187,1135179546858628,2019-09-30 12:40:51
8211988521644729,4352473532472187,3188487697296916,2018-12-08 08:46:58
7477286942553652,4352473532472187,6826157459835182,2019-11-15 20:48:21
2352853858267494,4352473532472187,5865523233267489,2018-05-28 13:32:27
6184755719263862,4352473532472187,1621562575627338,2019-07-28 07:56:56
2298493921515544,6825579262765399,5368137757486162,2016-02-12 03:25:24
2171785458287341,6825579262765399,8418611245896796,2013-06-26 20:01:03
3294971147461535,6825579262765399,6681925856371498,2017-02-28 02:10:44
4668187256498489,6825579262765399,9619527875858712,2019-10-05 04:14:56
2926283674416589,6825579262765399,1977722686496882,2016-03-02 17:18:29
6118573554668281,6825579262765399,7351687338859749,2018-09-04 08:21:16
2324886489696314,6825579262765399,8818613552433669,2013-04-29 01:39:14
7417921696216398,2614118593253672,3682542646421358,2017-07-29 20:29:12
9175592714922478,2614118593253672,1942474191597223,2018-05-24 09:26:46
4587275724393958,2614118593253672,2542486579736129,2015-08-26 03:54:02
2398391967887216,2614118593253672,6419957514458226,2017-06-30 18:09:42
2658756983274121,2614118593253672,3452579984687427,2016-03-17 14:42:14
6338831616248122,2614118593253672,6448117512845236,2017-01-09 00:40:09
5998627293881369,4629832159648514,2937265599586243,2019-11-21 07:43:56
9378614394135754,4629832159648514,5329252944577488,2016-02-17 18:53:39
9393322798121765,4629832159648514,4448722971278659,2017-03-16 00:42:00
7783185186466219,4629832159648514,2325554438997673,2018-10-02 19:10:17
5314373547964599,4629832159648514,2822587317833766,2019-09-22 00:27:44
8978984179151346,4629832159648514,8584756983772593,2019-06-21 23:57:14
8666782783957454,4629832159648514,7479512414652533,2017-03-16 01:43:58
8618831393741426,6988195866972273,4848192233761834,2020-01-13 11:27:12
1446959721177385,6988195866972273,5696992856258321,2020-01-24 22:58:33
1296134961452747,6988195866972273,9728295498185725,2020-01-05 12:25:06
8671144498567233,6988195866972273,6829988563117452,2020-01-16 16:53:22
9466199823515526,6988195866972273,2415681494955187,2020-01-30 02:14:56
5825157531946929,6988195866972273,7627923542119889,2020-01-14 20:20:58
4973787781296125,6988195866972273,2817231552145639,2020-01-14 12:24:02
5761399342185935,6988195866972273,1583672989445693,2020-01-18 02:22:14
7832557258249346,6988195866972273,1516668158548394,2020-01-23 06:57:58
5182183425894273,1378848664552273,4139544992865772,2019-03-22 01:40:24
4333479727926158,1378848664552273,8441955714828253,2017-07-11 07:57:33
2683981156125756,1378848664552273,3847815165419225,2017-07-05 23:40:03
5558396668142382,1378848664552273,1684243559669345,2019-09-23 16:09:09
7169226818492767,2538773416459182,6194325621888269,2015-08-20 14:37:01
8451138293992162,2538773416459182,7693824715452173,2016-11-30 12:08:02
2388186195412344,2538773416459182,8364999731715155,2018-04-11 11:25:22
3318151391668759,2538773416459182,3356929584349721,2018-11-12 14:47:33
2455494353666122,2538773416459182,4164233311679567,2017-02-17 12:58:04
4142453763982186,2538773416459182,5469879191285234,2019-06-28 10:34:14
9129571768958426,2538773416459182,3651931219462868,2018-12-19 18:00:01
5831884416997339,2538773416459182,7374866227996234,2018-01-30 17:50:10
5242511587239873,6837511625767358,6786731351224125,2017-12-02 20:07:39
1526717824526971,6837511625767358,7312393559826892,2020-01-31 18:56:58
9792183897827351,6837511625767358,4677972549918841,2020-01-28 18:59:09
6173722371936965,6837511625767358,4564935965976884,2017-10-26 07:05:27
3423584576659467,6837511625767358,7684273247838692,2018-11-06 22:51:48
5784473542922868,6837511625767358,7672826736299318,2017-09-12 01:49:24
5834266491638499,6837511625767358,9195372471123239,2019-07-21 06:24:44
9947415656967453,3572351477428963,1591464455833773,2018-01-20 17:43:48
8482125164864225,3572351477428963,5871961193484589,2016-11-25 21:14:04
3835987643995584,3572351477428963,2913161278648997,2015-08-11 22:28:46
1985829954658232,3572351477428963,3756767385828511,2017-02-02 02:33:23
9237466345641327,3572351477428963,7727225411494193,2019-07-29 06:50:26
3683523949141466,3572351477428963,4799448653886312,2017-11-18 12:07:13
8368436399294276,3572351477428963,3597358588623697,2016-12-06 07:12:58
8281723443171792,3572351477428963,3364555181881627,2016-09-06 23:52:55
4716974889617939,3572351477428963,2955352171617962,2016-05-18 21:20:07
9217569897324553,3572351477428963,4235891724253197,2019-08-31 22:48:05
9126218639374319,3572351477428963,5738755762464811,2015-12-01 03:00:33
7961142344572561,9921954728267756,9797513743241988,2017-08-07 13:31:55
7858849161471965,9921954728267756,4457693319564678,2019-01-05 21:38:14
2644141579224393,9921954728267756,3369972886396241,2017-07-07 17:44:33
2147641912396982,9921954728267756,1236365437284575,2016-02-20 13:06:40
9618427681792936,9921954728267756,9112994138438438,2017-07-20 13:09:51
1597564164465279,9921954728267756,2951622787634117,2019-11-17 23:39:04
3142832764864216,9921954728267756,7543485661911724,2018-04-29 18:15:26
9696746493214137,9921954728267756,1896759839612721,2018-02-04 06:02:04
2393763111985716,9921954728267756,5769198762113633,2018-10-05 20:57:30
8634178554385914,1174369748145723,7339319846596857,2016-06-29 14:23:02
3464825586261935,1174369748145723,3442128514316235,2014-01-16 13:53:35
8343276922856785,1174369748145723,6585992415167163,2013-02-10 05:22:42
1714755291578249,1174369748145723,2615879455978723,2012-06-11 14:16:11
3834769599635251,1174369748145723,8947249422536575,2019-07-26 23:26:28
3357535668161414,1174369748145723,6238456632437578,2013-03-10 11:54:16
5229451957826339,3665768493424827,3927421812651433,2017-12-17 02:10:58
7321549292566119,3853681269112344,8599221781735394,2017-12-03 20:26:40
3364772856762134,3853681269112344,7883657813153959,2018-06-17 12:32:26
1387784169517923,3853681269112344,7922267139839715,2017-07-30 19:48:19
4111329945928463,3853681269112344,3532578126985866,2019-03-20 05:16:18
5777648495221426,1444181929722957,3156618815944923,2017-10-30 15:35:39
9743411249775635,1444181929722957,3452579984687427,2017-06-18 05:39:09
2926446642531578,1444181929722957,4525319156272948,2015-09-29 11:53:05
9117493148425973,1444181929722957,2253861721749996,2018-06-26 12:08:37
1626789785949667,6447357249133785,1814982277623651,2013-10-11 07:18:10
8774445131963998,6447357249133785,3124471858584975,2018-01-28 02:13:27
9955864852271413,6447357249133785,2277279885141548,2013-05-03 06:48:50
5945226918612786,6447357249133785,5421445286978189,2015-07-04 14:17:14
9114979323713247,6447357249133785,5749147425212798,2019-02-01 18:30:30
2257557721369791,6447357249133785,4417193216868859,2019-12-22 14:04:23
3943927815822646,6447357249133785,1817156495532848,2014-10-10 16:56:36
3185473722276593,6447357249133785,1986647239649455,2013-05-20 20:40:15
4357238324652677,6447357249133785,5477518756239191,2014-04-18 07:01:39
2476974187298268,6447357249133785,2717694553869549,2015-05-30 23:00:44
6245966445287377,6447357249133785,7339319846596857,2018-09-13 09:40:14
1867231597884251,4469147762885653,4188852272411766,2017-03-18 18:43:51
3195738176714622,4469147762885653,7713973398582861,2019-02-06 21:10:56
2685697955433719,4469147762885653,9885317268355997,2017-12-24 13:36:35
6792579545766813,4469147762885653,4588357119923473,2019-12-01 09:29:00
5144781912596597,4469147762885653,5165543136778674,2014-03-05 04:39:46
6175975768672134,4469147762885653,8418611245896796,2016-02-14 18:33:22
9248375412899861,4469147762885653,7648177448568133,2019-05-25 21:35:54
6561733326418749,6484251958972983,8567388516731424,2015-08-25 10:45:09
1396912854766125,6484251958972983,7761297141342954,2016-01-27 04:01:32
7961713383216975,6484251958972983,9832383164989761,2016-05-05 23:45:47
9378374898653951,6484251958972983,7626822655354919,2017-01-02 05:46:55
6625465149528438,6484251958972983,4639346257785231,2019-09-14 01:27:49
4219174138797938,6484251958972983,4412516937392271,2018-01-31 15:53:33
6969532885742615,6484251958972983,5774825213837141,2017-04-18 01:40:25
3814549578466365,9856385735729392,2553517693866947,2018-01-01 07:52:17
1338348165127725,9856385735729392,4554171887122697,2019-09-28 20:31:04
2297142739868573,9856385735729392,5852445942688721,2018-10-11 09:30:13
4932464323776281,9856385735729392,2698458272866595,2013-05-28 12:49:28
5285819193793678,9856385735729392,5421445286978189,2016-03-18 11:47:04
8598678923396513,9856385735729392,5928791254963345,2016-07-03 18:11:47
6315129136398692,9856385735729392,1242892775933587,2018-08-19 09:05:20
5325147962239815,9856385735729392,7426996451423315,2019-04-30 13:37:57
9542678158628129,9856385735729392,4644897182737696,2018-04-19 10:09:49
5558633236848962,9856385735729392,3621817952938677,2018-02-17 17:13:36
8118124643776463,9856385735729392,5547224869854871,2015-03-21 10:11:42
2668491642781389,9856385735729392,3558289675677129,2018-08-15 08:21:14
6238635842682931,9856385735729392,8186721446347859,2015-06-26 12:36:35
4347888942726716,9856385735729392,6877194484687162,2019-04-01 13:08:09
1967956812441362,3944467339566285,7799471361231945,2018-08-28 05:58:07
6574891812495359,3944467339566285,3356239881746594,2019-06-10 18:05:55
9567884839413234,3944467339566285,2517547352893429,2019-05-19 04:46:12
8882276477663952,3944467339566285,9571591849377184,2019-02-26 15:27:19
7341295859725738,3944467339566285,3233744497628721,2019-11-10 12:39:18
1251863994676759,3944467339566285,1195512265949276,2019-09-18 03:41:08
3527945154473996,3944467339566285,5865523233267489,2018-08-24 17:17:16
4116364438167539,3944467339566285,9377214759145628,2020-01-02 19:40:22
8751161233564784,3944467339566285,3914994666541852,2019-10-04 16:02:30
6557745672263989,3944467339566285,1888615315592479,2019-10-04 04:55:55
5746993322784572,3944467339566285,3558379745118936,2018-08-23 07:30:41
2236963771257368,3944467339566285,3884285724954392,2019-08-23 14:08:35
3163812274299914,1318419456749288,7964955924365347,2019-07-14 08:54:02
6321435767186192,1318419456749288,6842574914737823,2019-11-03 09:08:59
9497472583956784,1318419456749288,2415681494955187,2019-12-08 11:13:27
7331471612382915,1318419456749288,9478621712715358,2019-09-24 22:53:45
3838534922545274,1318419456749288,9953355821349786,2020-01-18 02:11:44
2957759437411532,1318419456749288,8362779723556928,2019-06-09 21:32:21
9728845787291661,1318419456749288,5638577166227828,2020-01-01 17:41:42
8869236122931631,1318419456749288,1391733496216268,2019-04-29 06:17:24
4969724152412197,2123145125475673,9439871162354638,2017-06-30 12:24:58
2785828524396966,2123145125475673,5161699751697522,2017-12-29 07:15:18
7629316747962552,2123145125475673,5796873222591378,2019-10-27 00:21:20
7875544257969124,2123145125475673,3546643623251952,2018-05-16 00:27:39
3561434551192397,2123145125475673,3682542646421358,2017-11-19 04:52:44
4669877655114192,2123145125475673,4894393542855619,2019-06-23 19:14:47
4279794233181319,2123145125475673,5421445286978189,2018-01-05 02:27:57
8823958717659435,2123145125475673,4696387316798732,2019-09-02 01:46:25
9565449469621273,2123145125475673,3362156138778292,2018-10-29 21:08:32
2652593627684599,2123145125475673,4961293176614778,2018-01-14 17:26:20
7628453823825571,2123145125475673,9318424175614299,2019-11-18 03:33:41
8872498121327715,4179183263347229,8512715142857264,2017-01-01 21:59:40
4283748169969311,4179183263347229,3878835273965299,2019-02-25 09:10:43
9242191554192538,4179183263347229,6713196763448715,2017-05-02 08:19:46
8567923289793316,4179183263347229,9361591794357386,2019-02-05 12:27:52
5577351383676186,4179183263347229,5523836746769374,2019-01-21 21:35:09
3276396562434785,4791273568939631,2928688735616411,2018-04-17 04:41:57
8447386111875349,4791273568939631,7352776326243815,2019-02-18 05:09:33
4266844289716118,4791273568939631,3915326521742435,2015-07-15 17:22:56
3953537562641277,4791273568939631,2959956856283487,2018-01-31 17:35:13
2366521618448834,4791273568939631,6238456632437578,2016-10-04 19:06:22
5339771278846867,4791273568939631,8487939641373657,2017-08-11 04:41:54
3292792171448517,4791273568939631,9116652887781479,2015-11-10 13:34:47
7398816849965167,4791273568939631,8546911339841875,2017-05-19 20:30:18
1143254228639436,4791273568939631,9469272156423947,2016-02-14 04:04:43
7122973446846516,4791273568939631,6381761597288225,2017-02-27 14:07:43
2666318523317129,4791273568939631,5526821128135774,2019-03-17 06:08:54
6772125318733919,9777335368652448,4349951585946813,2019-10-04 01:36:08
1443681271555949,9777335368652448,2264983539535278,2019-09-04 20:11:00
3597748419571125,9777335368652448,3738946764551216,2019-08-02 15:02:51
4183717969521367,9777335368652448,5744524778126288,2020-01-28 20:03:58
5924732668811173,9777335368652448,5271121356649634,2019-09-05 19:20:57
8851465758162212,9777335368652448,1238171463443965,2019-12-13 11:10:02
1558614865694748,9777335368652448,8761269347186592,2020-01-03 14:02:20
9149948511363247,9777335368652448,8121448836752154,2019-05-22 16:23:31
6383217597371576,9777335368652448,6374775659631385,2019-06-17 04:03:07
2669563524738288,9777335368652448,4724439756928295,2020-01-25 06:02:08
9738443918983556,9777335368652448,1533476431847699,2019-12-28 13:52:18
8242491831951398,9777335368652448,8114921886696932,2019-05-20 19:02:11
2418651186584457,9777335368652448,3532365224549711,2019-10-25 12:04:48
3377448961861631,9777335368652448,5957664212573362,2019-12-19 10:01:27
3923522659581668,9777335368652448,4396225332415477,2019-08-04 14:43:08
1677165795883652,9777335368652448,1867855973156341,2019-09-03 10:05:12
2752207989486958,4647718471381893,2281955693219663,2015-01-23 23:39:36
7443341619639796,4647718471381893,1671669787381382,2018-08-07 23:47:13
2313227968657688,4647718471381893,2363835488519527,2018-09-21 09:49:18
4272567275884761,4647718471381893,8184191289952672,2016-01-26 07:04:12
2846837667213519,4647718471381893,5141543998497871,2016-07-14 01:56:15
8689635938615114,4647718471381893,9312524453135724,2018-07-28 04:43:04
7735913175183986,2494613279977413,9924636351777284,2019-08-01 13:33:10
1179452165792542,2494613279977413,1141299586437374,2020-01-03 10:43:12
1587137164572449,2494613279977413,8512715142857264,2019-11-05 10:58:27
7939582666231882,2494613279977413,2935662185739494,2019-12-23 12:51:03
8231996492525614,2494613279977413,8922798594683557,2019-09-15 05:20:02
2175664259974191,2494613279977413,4837581825127542,2019-12-30 03:56:20
1786135882776362,2494613279977413,9859395185321182,2019-11-22 18:37:30
1817285421675192,2494613279977413,4695114518828364,2019-10-08 07:25:17
3869496132342941,2494613279977413,9965163815647453,2019-08-30 20:01:34
4734418782596137,2494613279977413,1173816653463445,2020-01-31 11:08:18
8337877282996236,2494613279977413,8362779723556928,2019-12-20 02:12:16
4453337827914726,1147163252246563,2639551862968574,2015-04-03 16:20:04
9977655295381462,1147163252246563,6179778219241952,2015-08-14 05:09:12
5696426142537928,1147163252246563,9621265761487147,2015-03-09 07:15:18
8471916998628221,1147163252246563,5337177385624819,2019-10-13 17:20:42
4132782337886219,1147163252246563,2712835295376441,2015-08-28 10:03:51
9755969751323121,1147163252246563,4555726119671894,2015-06-15 04:15:42
7993953314472166,1147163252246563,2572367329513949,2019-08-25 08:47:33
7955854611992272,1147163252246563,1817156495532848,2017-10-26 08:48:15
4914955933187987,6661157388449232,5165543136778674,2018-02-06 11:54:14
9897412938146679,6661157388449232,9439871162354638,2015-11-23 22:23:50
9145823988314646,6661157388449232,4413236947162165,2019-06-03 23:39:25
7591266767539511,6661157388449232,6792975579648681,2016-03-31 13:04:54
3683657264581289,6661157388449232,6882946797348974,2019-04-29 16:01:34
9321972197458765,6661157388449232,6936854377683791,2019-09-16 16:27:02
3795365117169927,6661157388449232,8665423911245416,2015-12-28 15:38:58
1768546796947259,6661157388449232,6194325621888269,2016-12-09 15:39:10
1864755983521142,6661157388449232,5399362953121667,2016-09-26 21:57:57
5565942789333946,6661157388449232,4573616377981653,2017-07-28 23:56:17
9532542243845691,6661157388449232,9497698674228553,2016-06-26 03:32:52
3338751446269572,6661157388449232,3738946764551216,2019-01-26 01:25:07
5645246417331519,6661157388449232,8416812644179638,2018-03-04 22:49:32
4655266721924157,6661157388449232,5696992856258321,2019-02-17 14:44:12
6846876833341492,6661157388449232,2577728259681391,2018-02-09 16:39:08
2157668883146491,1352167634969715,2166573227869949,2016-06-14 17:06:14
9561831138957876,1352167634969715,8619465331989834,2019-01-03 12:53:42
1689921154455394,1352167634969715,2511458531434268,2015-07-03 21:56:17
7444376372652529,1352167634969715,8214532337459771,2013-10-10 09:40:59
7955292567689712,1352167634969715,1644818539396185,2016-03-05 10:31:21
9498918458353735,1352167634969715,8196467726249375,2015-01-18 13:51:00
8477482976285131,1352167634969715,8121448836752154,2015-03-11 11:11:00
7521688964423815,1352167634969715,4537986512775839,2019-03-02 01:02:07
1531849584451396,1352167634969715,6455152966392433,2019-03-07 19:05:16
7155542377662893,1352167634969715,2995785119647226,2014-12-29 00:13:07
9675445834779193,1352167634969715,2256389168434979,2020-01-22 00:00:22
9217214485946368,1352167634969715,1867855973156341,2018-07-24 07:09:41
2472717966246311,1352167634969715,5398763384217842,2016-02-26 14:25:52
3652135413919596,1352167634969715,3325662643725817,2016-11-10 08:50:29
2837224848515195,1352167634969715,1942474191597223,2017-11-27 00:23:12
4552117528218894,1352167634969715,2114712944937756,2018-08-15 05:28:21
6886969528214414,1352167634969715,6683518735862791,2018-03-30 22:28:58
4364435716887654,8463576436288451,3188996711822465,2019-06-24 20:08:01
2969252418676893,8463576436288451,9919581441486236,2016-07-26 18:44:48
2422565914937448,8463576436288451,5568684349486272,2017-09-16 09:00:40
6664732448231125,8463576436288451,4639346257785231,2017-09-01 08:26:22
8324515899528194,5598186414681459,5526821128135774,2019-10-17 08:52:29
1654658316774331,5598186414681459,9872854593133628,2019-09-03 23:00:23
3947925765565189,5598186414681459,6327618458157617,2019-08-31 08:07:54
2795192834468985,5598186414681459,6475986355361998,2019-10-19 07:27:41
3867583328261341,5598186414681459,7429789269156173,2020-01-24 22:18:58
2942645978914852,5598186414681459,6992259281683814,2020-01-23 07:57:01
3885346327827625,5598186414681459,2456757531786433,2019-12-09 18:28:38
6392792974176254,5598186414681459,9135227483694389,2019-09-17 09:05:38
7944523761988368,5598186414681459,1352887792652193,2020-01-11 18:37:19
1862712559751846,5598186414681459,8762736562458582,2019-11-11 06:06:37
5293579521924114,5598186414681459,9522313489666329,2019-09-18 15:04:11
1123799228753964,5598186414681459,1425272755339344,2019-10-03 05:08:07
2763635192747816,5598186414681459,5696992856258321,2020-01-31 01:59:23
7814524943911665,5598186414681459,2653631737126182,2020-01-30 18:42:49
4296761228416978,5598186414681459,8243645816278793,2019-11-01 14:49:33
9557588394364278,5598186414681459,6331138684597554,2020-01-02 06:52:02
7246469129217886,5598186414681459,7973163253581724,2019-06-23 15:00:04
6878351228644512,5598186414681459,3544233498228578,2019-10-25 12:20:32
3293489649854177,5598186414681459,4852689414336851,2020-01-12 18:15:13
5779353273848566,5598186414681459,3891733468228742,2019-08-08 09:48:32
8897382462473356,5598186414681459,3618178342719984,2019-09-29 06:36:27
9235963307796651,5598186414681459,1597237369675358,2019-09-03 11:12:39
5812185325986791,5598186414681459,1621562575627338,2019-08-08 20:14:01
4664185453182163,4325688879244933,1551873369669917,2017-05-14 14:09:28
9481291245182946,4325688879244933,5526821128135774,2018-12-05 07:20:42
6256457336372442,4325688879244933,2978311364877414,2019-02-01 09:56:18
4344377731855121,4325688879244933,8524356194277678,2016-10-21 16:47:22
8884756425977569,4325688879244933,1644818539396185,2018-03-01 18:34:24
1811545584776819,4325688879244933,8362779723556928,2014-11-13 06:11:35
6574456372278163,4325688879244933,7611829953226988,2019-02-06 20:01:06
1246789528345169,4325688879244933,9571591849377184,2019-11-02 18:39:23
9775242449514381,4325688879244933,3729346932196728,2014-03-05 03:15:32
7462385891315524,4325688879244933,1236365437284575,2016-07-01 07:55:50
7935414852974654,4325688879244933,1381378786216954,2018-02-02 10:37:09
7781966395871315,4325688879244933,3249824933752145,2013-09-01 19:45:59
7583213559672714,4325688879244933,3926164185635971,2019-12-11 04:06:53
1861951652729431,4948867492628737,2886856252573336,2016-11-27 21:42:48
4392618817371798,4948867492628737,6795645121614934,2019-07-23 00:01:55
4673121584492525,4948867492628737,8953611346327572,2018-09-07 16:34:51
2325246848896314,4948867492628737,2995785119647226,2019-08-16 00:51:43
1661248934228649,4948867492628737,8985362616523131,2019-11-03 04:49:21
3989952871447486,4948867492628737,4666559717754293,2017-08-21 11:11:58
1912137599687866,4948867492628737,5649389877921575,2018-05-02 10:43:13
9553379667931741,4948867492628737,4547123286294556,2019-08-23 12:51:35
8143248438272735,4948867492628737,9474619475563119,2019-06-02 23:19:24
2728718632555484,4948867492628737,2439759567249423,2019-11-27 07:42:33
6498887765553134,4948867492628737,3213144964851676,2018-06-26 16:03:05
5374959561262483,4948867492628737,4846722847971116,2019-10-02 22:19:51
8213884555679397,4948867492628737,5211329326993685,2018-10-10 19:05:44
8962557941235394,4948867492628737,1718445123935526,2017-06-01 19:06:02
8653613381122697,4948867492628737,2823313811954729,2018-03-31 09:52:11
9338668396271877,4679983879741865,2765882519235847,2012-11-11 00:53:19
6215889378321276,4679983879741865,8962867795197321,2016-11-29 18:55:51
1656797971352910,4679983879741865,7429421866331142,2019-01-30 16:47:46
4826933443112255,4679983879741865,2759273656769532,2018-04-26 23:45:34
7888174235114562,4679983879741865,3738689731819292,2014-11-11 18:05:14
6636153148387122,4679983879741865,8442655459223816,2012-09-29 23:11:23
4411148547659237,4679983879741865,8962231695679178,2018-01-12 10:43:37
6835356487971748,4679983879741865,3194513539847882,2015-09-09 02:40:47
9652477935581786,4679983879741865,4159466261959742,2019-09-03 04:24:33
1142643767384939,4679983879741865,5352516922898769,2019-03-18 20:45:10
6618506393328251,4679983879741865,8538779748919112,2015-11-23 09:21:50
2749989551967734,1513163377275859,3915326521742435,2016-07-26 06:45:35
7559531714766481,1513163377275859,3352991519574127,2017-04-24 19:15:55
9842443626925193,2565954132878469,5658979379823478,2019-07-12 12:31:32
7149179269462812,2565954132878469,5421445286978189,2019-05-29 19:50:18
2845994938812257,2565954132878469,9522313489666329,2014-07-19 01:34:23
4598048458731112,2565954132878469,4848192233761834,2017-04-15 05:38:01
7683616754731558,2565954132878469,8315578433114629,2016-04-11 02:32:26
2493916987328254,4394947971781165,4163117685256983,2019-12-09 20:11:07
6879934772635432,4394947971781165,5537757332198986,2019-03-10 12:56:37
7697685521852137,4394947971781165,5669551832742994,2017-03-19 17:41:21
8264389987975331,4394947971781165,1638642978567233,2016-10-19 04:33:09
9393631527664787,4394947971781165,1814982277623651,2018-01-28 01:43:13
9838631147834774,4394947971781165,1772614813942796,2017-05-25 00:11:05
9673936723482164,4394947971781165,6196736114379455,2018-09-11 12:35:21
